session_id,customer_id,session_start,session_end,pages_viewed,device
S70718,C1699,2024-10-30 19:30:00,2024-10-30 22:23:00,10.0,android app
S70719,C1280,12/09/2023 13:48,,4.0,mobile
S70720,C1156,2024-09-09 15:02:00,2024-09-09 17:34:00,10.0,mobile
S70721,C1216,07/04/2023 21:27,2023-04-08 01:26:00,4.0,android app
S70722,C1792,29/05/2024 11:09,2024-05-29 15:00:00,2.0,android app
S70723,C1537,2024-01-07 07:04:00,2024-01-07 10:26:00,10.0,mobile
S70724,C1585,12/11/2024 22:30,2024-11-13 00:38:00,4.0,android
S70725,C1199,2023-11-24 01:16:00,2023-11-24 03:40:00,3.0,android
S70726,C1354,05/01/2023 18:13,2023-01-05 21:59:00,,android
S70727,C1272,2024-04-30 00:05:00,,2.0,web
S70728,C1760,2025-02-04 03:33:00,2025-02-04 06:38:00,3.0,android app
S70729,C1260,02/12/2023 19:25,2023-12-02 20:52:00,5.0,android app
S70730,C1014,24/07/2024 18:44,2024-07-24 21:38:00,2.0,android app
S70731,C1471,2024-04-03 08:41:00,2024-04-03 10:38:00,2.0,mobile
S70732,C1078,2023-01-19 23:39:00,2023-01-20 02:32:00,10.0,mobile
S70733,C1069,2024-01-03 05:36:00,,4.0,web
S70734,C1657,2023-01-22 10:46:00,2023-01-22 14:24:00,1.0,android
S70735,C1015,03/11/2024 11:02,2024-11-03 14:25:00,3.0,android
S70736,C1703,05/09/2024 11:30,2024-09-05 13:05:00,10.0,ios
S70737,C1475,07/08/2024 04:32,2024-08-07 07:31:00,10.0,android app
S70738,C1774,11/03/2023 16:17,2023-03-11 18:50:00,1.0,android app
S70739,C1175,2024-04-02 23:09:00,2024-04-03 02:13:00,3.0,desktop
S70740,C1631,2024-02-04 12:32:00,2024-02-04 13:59:00,1.0,android
S70741,C1528,20/02/2023 12:13,2023-02-20 13:45:00,5.0,mobile
S70742,C1383,28/01/2025 19:38,2025-01-28 20:08:00,4.0,desktop
S70743,C1024,2024-10-12 05:18:00,,2.0,android app
S70744,C1172,20/03/2023 13:40,2023-03-20 16:28:00,10.0,android app
S70745,C1249,2023-04-08 02:38:00,2023-04-08 05:15:00,10.0,desktop
S70746,C1677,2023-12-21 08:02:00,2023-12-21 10:37:00,1.0,web
S70747,C1674,07/12/2024 23:46,2024-12-07 23:56:00,,android app
S70748,C1026,2024-10-13 12:11:00,2024-10-13 13:51:00,2.0,desktop
S70749,C1354,2025-01-27 15:32:00,2025-01-27 15:45:00,2.0,ios
S70750,C1654,2024-10-23 19:01:00,2024-10-23 20:50:00,4.0,desktop
S70751,C1767,2024-06-06 17:47:00,2024-06-06 21:03:00,10.0,android
S70752,C1031,02/02/2025 20:03,2025-02-03 00:01:00,1.0,desktop
S70753,C1435,2024-02-08 16:51:00,2024-02-08 18:28:00,3.0,ios
S70754,C1444,26/07/2023 02:48,,2.0,ios
S70755,C1455,06/05/2023 04:42,2023-05-06 05:20:00,,android app
S70756,C1096,2023-05-01 14:59:00,2023-05-01 16:17:00,,mobile
S70757,C1258,19/08/2024 10:38,2024-08-19 11:12:00,1.0,ios
S70758,C1553,23/05/2023 17:09,2023-05-23 20:41:00,10.0,desktop
S70759,C1347,08/03/2025 05:13,2025-03-08 06:52:00,10.0,web
S70760,C1239,2023-09-05 02:11:00,2023-09-05 03:02:00,3.0,web
S70761,C1227,2023-12-04 12:31:00,2023-12-04 16:17:00,,mobile
S70762,C1672,25/05/2024 04:22,2024-05-25 05:45:00,2.0,desktop
S70763,C1203,2023-01-03 22:45:00,2023-01-04 02:03:00,1.0,web
S70764,C1794,08/08/2023 16:54,2023-08-08 18:14:00,10.0,ios
S70765,C1124,19/12/2023 13:07,2023-12-19 15:48:00,1.0,android
S70766,C1511,10/03/2024 05:44,2024-03-10 08:47:00,3.0,mobile
S70767,C1782,16/04/2024 22:07,2024-04-17 02:04:00,1.0,desktop
S70768,C1082,2023-09-25 02:12:00,2023-09-25 02:48:00,3.0,mobile
S70769,C1260,13/10/2023 05:31,2023-10-13 08:43:00,4.0,android app
S70770,C1466,30/10/2024 22:31,2024-10-30 23:38:00,4.0,android
S70771,C1588,13/07/2023 04:12,2023-07-13 05:58:00,4.0,desktop
S70772,C1778,20/11/2023 20:31,2023-11-20 22:03:00,3.0,android app
S70773,C1324,27/08/2023 22:31,2023-08-28 00:11:00,10.0,mobile
S70774,C1365,18/09/2023 05:58,,10.0,desktop
S70775,C1261,14/04/2023 21:57,,5.0,web
S70776,C1753,2023-11-13 23:09:00,2023-11-14 02:11:00,1.0,desktop
S70777,C1067,2023-01-13 19:16:00,,2.0,android app
S70778,C1174,09/07/2023 01:28,2023-07-09 02:37:00,5.0,web
S70779,C1576,31/08/2024 07:57,2024-08-31 10:27:00,10.0,android app
S70780,C1565,2024-05-07 08:07:00,2024-05-07 08:28:00,1.0,desktop
S70781,C1711,2024-01-14 20:32:00,2024-01-14 21:45:00,10.0,android
S70782,C1169,11/04/2024 02:39,2024-04-11 02:40:00,3.0,android app
S70783,C1299,26/12/2024 19:18,2024-12-26 22:44:00,1.0,desktop
S70784,C1771,27/05/2023 10:03,2023-05-27 13:03:00,1.0,ios
S70785,C1776,09/11/2024 10:36,2024-11-09 11:20:00,10.0,web
S70786,C1592,20/05/2023 21:54,2023-05-21 01:15:00,3.0,android
S70787,C1182,04/12/2023 07:55,2023-12-04 07:57:00,3.0,android
S70788,C1160,2024-10-18 00:55:00,2024-10-18 00:54:00,10.0,ios
S70789,C1005,2025-02-23 18:23:00,2025-02-23 22:05:00,3.0,web
S70790,,2024-01-03 22:54:00,2024-01-03 23:04:00,4.0,web
S70791,C1184,2025-01-26 21:35:00,2025-01-26 22:40:00,10.0,mobile
S70792,C1519,2024-05-18 15:38:00,2024-05-18 18:57:00,3.0,android app
S70793,C1687,2024-12-24 19:14:00,2024-12-24 20:04:00,1.0,android app
S70794,C1562,2024-02-09 09:42:00,2024-02-09 11:48:00,4.0,android
S70795,C1073,2023-07-06 15:13:00,2023-07-06 16:47:00,4.0,web
S70796,C1365,2024-04-16 18:22:00,2024-04-16 20:10:00,,android app
S70797,,2024-04-09 04:14:00,2024-04-09 05:17:00,1.0,android app
S70798,C1669,17/06/2024 23:40,2024-06-18 01:03:00,1.0,android app
S70799,C1185,12/04/2023 13:43,2023-04-12 16:03:00,3.0,web
S70800,C1048,2023-03-15 04:37:00,2023-03-15 05:05:00,4.0,ios
S70801,C1521,02/06/2023 02:15,2023-06-02 02:49:00,1.0,android app
S70802,C1600,2023-11-25 03:06:00,2023-11-25 05:19:00,4.0,web
S70803,C1696,2024-11-06 20:04:00,2024-11-06 21:24:00,1.0,web
S70804,C1362,03/09/2023 20:13,2023-09-03 23:09:00,4.0,mobile
S70805,C1142,21/02/2023 03:01,2023-02-21 04:56:00,,web
S70806,C1113,2024-05-01 10:12:00,2024-05-01 13:19:00,3.0,android
S70807,C1451,17/01/2024 21:02,2024-01-17 21:25:00,1.0,ios
S70808,C1401,02/07/2023 08:25,2023-07-02 11:59:00,4.0,android app
S70809,C1560,13/08/2024 08:33,,3.0,desktop
S70810,C1003,05/03/2025 09:45,2025-03-05 10:27:00,3.0,android app
S70811,C1123,19/01/2025 03:10,2025-01-19 06:42:00,10.0,web
S70812,C1161,2023-08-05 04:52:00,2023-08-05 06:54:00,1.0,mobile
S70813,C1427,16/01/2025 04:11,2025-01-16 05:58:00,2.0,android app
S70814,C1621,2023-08-22 05:58:00,2023-08-22 08:12:00,10.0,android app
S70815,C1440,2023-02-04 17:30:00,2023-02-04 20:30:00,10.0,mobile
S70816,C1170,13/09/2023 16:48,2023-09-13 16:48:00,5.0,android
S70817,C1342,2023-11-26 22:55:00,2023-11-27 02:12:00,1.0,desktop
S70818,C1046,30/04/2024 01:49,2024-04-30 04:36:00,5.0,mobile
S70819,C1335,14/02/2025 23:36,2025-02-15 03:32:00,2.0,mobile
S70820,C1777,2023-11-08 06:37:00,2023-11-08 06:57:00,10.0,web
S70821,C1058,2023-04-18 07:30:00,2023-04-18 09:54:00,10.0,desktop
S70822,C1488,2023-01-13 16:22:00,2023-01-13 17:17:00,,web
S70823,C1754,29/07/2024 14:33,2024-07-29 16:59:00,1.0,desktop
S70824,C1233,2023-07-30 15:39:00,2023-07-30 18:51:00,1.0,web
S70825,C1729,23/06/2023 03:14,2023-06-23 05:45:00,10.0,android
S70826,C1139,2023-04-25 13:52:00,2023-04-25 17:20:00,10.0,android
S70827,C1285,2025-01-28 17:11:00,2025-01-28 20:07:00,1.0,android
S70828,C1767,24/05/2023 12:41,2023-05-24 15:35:00,,desktop
S70829,C1614,2023-02-25 16:00:00,2023-02-25 18:08:00,4.0,android app
S70830,C1064,24/09/2024 19:13,2024-09-24 20:33:00,10.0,android
S70831,C1237,2024-04-02 02:23:00,2024-04-02 03:23:00,5.0,mobile
S70832,C1615,20/04/2023 19:14,2023-04-20 20:16:00,10.0,mobile
S70833,C1302,18/03/2023 14:53,2023-03-18 16:12:00,,web
S70834,C1244,10/07/2024 09:17,2024-07-10 11:01:00,3.0,desktop
S70835,C1055,2025-01-01 19:34:00,2025-01-01 20:31:00,5.0,desktop
S70836,C1252,26/07/2024 07:34,2024-07-26 10:01:00,,ios
S70837,C1704,2023-01-04 06:28:00,2023-01-04 10:11:00,3.0,android
S70838,C1768,15/10/2024 08:41,2024-10-15 08:57:00,1.0,android app
S70839,C1172,24/03/2024 23:51,2024-03-25 03:02:00,2.0,android
S70840,C1374,2023-08-25 17:07:00,2023-08-25 17:36:00,10.0,ios
S70841,C1046,09/04/2023 07:50,2023-04-09 08:54:00,2.0,web
S70842,C1759,02/08/2023 14:03,2023-08-02 16:04:00,4.0,ios
S70843,C1773,18/11/2024 08:36,2024-11-18 09:30:00,10.0,ios
S70844,C1172,30/09/2023 12:10,2023-09-30 14:14:00,1.0,web
S70845,C1498,2023-11-10 11:20:00,2023-11-10 13:25:00,10.0,mobile
S70846,C1256,2023-11-12 00:28:00,2023-11-12 00:36:00,5.0,android
S70847,C1614,2024-05-14 00:00:00,2024-05-14 02:37:00,3.0,web
S70848,C1406,2023-11-25 07:58:00,2023-11-25 11:33:00,2.0,mobile
S70849,C1155,2023-12-31 10:41:00,2023-12-31 11:00:00,3.0,ios
S70850,,2024-06-03 16:08:00,2024-06-03 16:17:00,5.0,mobile
S70851,C1245,2023-07-29 08:35:00,2023-07-29 11:52:00,4.0,ios
S70852,C1574,2025-01-10 03:42:00,2025-01-10 06:38:00,4.0,desktop
S70853,C1235,2023-05-08 16:01:00,2023-05-08 16:17:00,4.0,mobile
S70854,C1517,2024-11-14 17:51:00,2024-11-14 19:09:00,10.0,web
S70855,C1288,2023-07-03 18:41:00,2023-07-03 20:13:00,10.0,ios
S70856,C1302,2025-02-02 07:33:00,2025-02-02 10:22:00,5.0,ios
S70857,C1048,26/11/2023 01:51,2023-11-26 03:34:00,,web
S70858,C1776,20/05/2023 23:58,2023-05-21 03:30:00,1.0,android
S70859,C1695,2024-07-01 08:31:00,2024-07-01 11:18:00,2.0,android
S70860,C1237,2024-05-07 18:35:00,,5.0,mobile
S70861,C1493,2025-02-21 05:21:00,2025-02-21 08:07:00,4.0,ios
S70862,C1657,11/06/2024 15:47,2024-06-11 16:37:00,,ios
S70863,C1402,2023-12-29 07:29:00,,5.0,ios
S70864,C1363,2023-03-13 11:27:00,2023-03-13 14:47:00,2.0,mobile
S70865,C1263,2025-02-27 09:06:00,2025-02-27 11:33:00,10.0,android app
S70866,C1215,2023-11-25 07:13:00,,4.0,desktop
S70867,C1610,31/01/2025 01:28,2025-01-31 03:29:00,4.0,web
S70868,C1598,01/03/2025 00:24,2025-03-01 01:46:00,3.0,web
S70869,C1606,2024-02-25 13:43:00,2024-02-25 13:44:00,10.0,web
S70870,C1272,20/05/2024 01:41,2024-05-20 05:31:00,1.0,desktop
S70871,C1158,2024-11-09 22:25:00,2024-11-10 00:40:00,2.0,web
S70872,C1748,2023-08-07 07:05:00,2023-08-07 09:39:00,2.0,android app
S70873,C1575,13/04/2023 18:50,,10.0,android
S70874,C1775,2023-03-12 22:27:00,2023-03-13 01:54:00,1.0,android app
S70875,C1364,2024-12-14 02:06:00,2024-12-14 03:35:00,4.0,android app
S70876,C1755,27/08/2024 10:21,2024-08-27 10:35:00,5.0,android
S70877,C1537,2025-01-31 07:01:00,2025-01-31 10:14:00,1.0,mobile
S70878,C1019,2024-09-01 07:31:00,2024-09-01 09:12:00,1.0,ios
S70879,C1195,30/07/2023 23:07,,1.0,desktop
S70880,C1230,14/07/2023 08:43,2023-07-14 11:20:00,,android
S70881,C1026,28/02/2023 07:31,2023-02-28 07:36:00,4.0,ios
S70882,C1535,2024-05-19 19:04:00,2024-05-19 19:29:00,,desktop
S70883,C1420,22/04/2024 00:49,2024-04-22 03:53:00,3.0,android
S70884,C1655,2023-08-09 15:36:00,2023-08-09 16:24:00,4.0,ios
S70885,C1260,08/10/2024 20:13,2024-10-08 22:44:00,1.0,mobile
S70886,C1098,2023-01-29 13:06:00,2023-01-29 17:03:00,1.0,ios
S70887,C1294,05/07/2024 18:08,2024-07-05 20:27:00,,desktop
S70888,C1569,22/02/2023 00:18,2023-02-22 00:43:00,,ios
S70889,C1421,2024-01-15 16:08:00,2024-01-15 17:28:00,3.0,web
S70890,C1671,16/02/2023 15:09,2023-02-16 17:54:00,,web
S70891,C1251,09/04/2023 12:11,2023-04-09 15:37:00,4.0,android app
S70892,C1131,04/10/2023 14:44,2023-10-04 15:29:00,10.0,web
S70893,C1604,02/11/2023 04:19,2023-11-02 06:08:00,3.0,desktop
S70894,C1664,2024-03-17 17:17:00,2024-03-17 20:52:00,2.0,mobile
S70895,C1047,2024-05-04 07:09:00,2024-05-04 07:17:00,10.0,android
S70896,C1527,2024-01-04 10:03:00,2024-01-04 12:21:00,4.0,web
S70897,C1326,25/02/2025 13:21,2025-02-25 17:18:00,5.0,web
S70898,C1020,2023-05-18 18:42:00,2023-05-18 20:43:00,3.0,android
S70899,C1340,2024-09-12 00:21:00,2024-09-12 03:53:00,3.0,ios
S70900,C1058,2025-01-03 07:24:00,2025-01-03 08:53:00,,mobile
S70901,C1772,27/03/2024 19:40,2024-03-27 20:58:00,1.0,android app
S70902,C1278,03/05/2023 04:01,2023-05-03 06:45:00,10.0,ios
S70903,C1687,2024-04-06 05:58:00,2024-04-06 08:26:00,2.0,ios
S70904,C1523,2025-02-04 23:02:00,,1.0,mobile
S70905,C1507,2024-09-28 11:30:00,2024-09-28 13:44:00,1.0,desktop
S70906,C1676,15/07/2024 21:38,,4.0,android
S70907,C1108,2023-01-24 07:20:00,2023-01-24 07:15:00,1.0,web
S70908,C1342,13/12/2024 22:20,2024-12-13 22:51:00,,web
S70909,C1598,12/01/2023 17:06,2023-01-12 20:37:00,2.0,android app
S70910,C1028,05/08/2024 19:48,2024-08-05 23:11:00,,ios
S70911,C1322,29/02/2024 17:55,,10.0,android
S70912,C1120,2025-02-04 08:17:00,,4.0,android app
S70913,C1570,2023-11-26 13:20:00,2023-11-26 15:28:00,5.0,android app
S70914,C1128,2024-12-21 14:47:00,2024-12-21 16:24:00,4.0,web
S70915,C1216,14/12/2024 23:34,2024-12-15 01:36:00,4.0,android app
S70916,C1477,2025-03-09 02:52:00,2025-03-09 06:36:00,5.0,web
S70917,C1499,2025-01-16 14:16:00,2025-01-16 17:31:00,5.0,android app
S70918,C1174,2023-10-29 05:02:00,2023-10-29 07:57:00,4.0,desktop
S70919,C1107,19/11/2023 08:03,2023-11-19 12:03:00,10.0,mobile
S70920,C1060,13/10/2024 11:57,2024-10-13 12:35:00,4.0,desktop
S70921,C1629,2023-03-28 11:59:00,2023-03-28 13:47:00,2.0,ios
S70922,C1053,08/12/2024 21:20,2024-12-08 22:42:00,3.0,desktop
S70923,C1494,2024-03-05 15:51:00,2024-03-05 19:48:00,1.0,mobile
S70924,C1259,2023-10-15 00:36:00,2023-10-15 00:35:00,10.0,mobile
S70925,C1295,2023-06-28 01:07:00,2023-06-28 02:19:00,,ios
S70926,C1263,2025-01-16 12:41:00,2025-01-16 14:00:00,5.0,mobile
S70927,C1481,25/05/2024 10:38,2024-05-25 13:34:00,5.0,android
S70928,C1586,23/01/2025 19:43,2025-01-23 21:56:00,5.0,ios
S70929,C1707,06/09/2023 01:59,2023-09-06 05:37:00,5.0,android
S70930,C1237,25/01/2023 02:14,2023-01-25 05:46:00,2.0,desktop
S70931,C1581,2023-09-21 20:05:00,2023-09-21 21:10:00,3.0,mobile
S70932,C1109,07/11/2023 01:22,2023-11-07 01:33:00,5.0,web
S70933,C1708,25/01/2025 20:34,2025-01-25 22:47:00,3.0,android
S70934,C1073,23/02/2023 12:40,2023-02-23 12:56:00,,desktop
S70935,C1482,2024-05-05 00:36:00,2024-05-05 01:36:00,2.0,desktop
S70936,C1127,15/03/2023 08:50,2023-03-15 09:42:00,10.0,desktop
S70937,C1496,2023-10-06 13:22:00,2023-10-06 17:08:00,2.0,ios
S70938,C1257,2023-11-13 16:16:00,2023-11-13 18:56:00,1.0,android
S70939,C1731,2023-01-06 01:00:00,2023-01-06 01:10:00,5.0,android app
S70940,C1010,11/02/2023 09:02,2023-02-11 09:54:00,,desktop
S70941,C1030,24/01/2023 09:45,2023-01-24 10:58:00,4.0,ios
S70942,C1205,27/02/2024 08:54,2024-02-27 09:15:00,5.0,desktop
S70943,C1727,2024-01-03 08:39:00,2024-01-03 09:39:00,2.0,desktop
S70944,C1262,2024-04-18 12:33:00,2024-04-18 12:31:00,2.0,android app
S70945,C1365,2023-08-05 09:46:00,2023-08-05 10:23:00,10.0,ios
S70946,C1403,02/07/2024 14:22,2024-07-02 17:40:00,3.0,mobile
S70947,C1540,2023-06-24 11:26:00,2023-06-24 12:36:00,4.0,desktop
S70948,C1695,20/01/2023 09:57,2023-01-20 10:12:00,3.0,web
S70949,C1516,2024-07-18 18:38:00,2024-07-18 22:22:00,2.0,web
S70950,C1704,26/05/2023 09:25,2023-05-26 11:09:00,4.0,ios
S70951,C1283,11/03/2024 04:20,2024-03-11 07:45:00,5.0,android
S70952,C1542,30/03/2024 13:03,2024-03-30 13:20:00,1.0,ios
S70953,C1405,27/03/2023 06:33,2023-03-27 08:17:00,,android app
S70954,C1337,2023-02-10 22:30:00,2023-02-11 01:04:00,4.0,android
S70955,C1690,2024-09-08 10:47:00,2024-09-08 13:42:00,3.0,mobile
S70956,C1498,2023-03-23 02:32:00,2023-03-23 06:03:00,4.0,android app
S70957,C1772,25/04/2023 05:42,2023-04-25 08:50:00,5.0,mobile
S70958,C1213,20/04/2023 12:22,2023-04-20 13:41:00,3.0,desktop
S70959,C1490,01/07/2023 21:42,2023-07-01 21:47:00,10.0,desktop
S70960,C1300,17/01/2024 01:35,2024-01-17 02:45:00,10.0,android app
S70961,C1799,2024-11-22 03:23:00,,2.0,android
S70962,C1284,2024-08-02 10:38:00,2024-08-02 11:22:00,5.0,mobile
S70963,C1613,2023-01-24 09:15:00,2023-01-24 10:46:00,4.0,android
S70964,C1387,2023-04-22 10:01:00,2023-04-22 12:09:00,1.0,android app
S70965,C1414,2024-03-25 02:49:00,2024-03-25 04:59:00,4.0,web
S70966,C1386,2024-05-24 08:04:00,2024-05-24 11:01:00,4.0,android app
S70967,C1005,2024-10-09 13:43:00,2024-10-09 14:24:00,10.0,android
S70968,C1453,09/10/2023 15:51,2023-10-09 16:43:00,,web
S70969,C1138,2024-05-10 23:42:00,2024-05-11 03:36:00,2.0,web
S70970,C1224,01/02/2024 06:52,2024-02-01 08:46:00,5.0,web
S70971,C1403,27/02/2025 03:40,2025-02-27 06:58:00,3.0,desktop
S70972,C1387,2023-02-10 22:57:00,2023-02-11 00:59:00,5.0,ios
S70973,C1747,23/08/2023 05:44,2023-08-23 05:58:00,3.0,web
S70974,C1059,11/09/2023 03:37,2023-09-11 06:47:00,10.0,mobile
S70975,C1785,14/04/2024 12:30,2024-04-14 13:26:00,3.0,android app
S70976,C1299,2023-03-01 05:23:00,2023-03-01 07:53:00,5.0,mobile
S70977,C1481,11/11/2023 12:06,2023-11-11 14:46:00,10.0,android app
S70978,C1269,2024-02-28 16:16:00,2024-02-28 19:23:00,1.0,android
S70979,C1106,27/10/2023 08:24,2023-10-27 11:38:00,4.0,android
S70980,C1151,2024-08-30 13:18:00,2024-08-30 14:30:00,10.0,ios
S70981,C1006,2024-01-10 20:32:00,2024-01-10 23:28:00,3.0,mobile
S70982,C1571,2024-09-13 05:16:00,2024-09-13 05:17:00,4.0,android app
S70983,C1108,30/11/2024 09:05,2024-11-30 12:36:00,2.0,web
S70984,C1556,2024-11-11 17:14:00,2024-11-11 19:41:00,3.0,desktop
S70985,C1001,2023-07-09 16:57:00,2023-07-09 19:54:00,,web
S70986,C1197,02/03/2025 02:55,2025-03-02 04:39:00,4.0,ios
S70987,C1446,01/04/2023 07:55,2023-04-01 09:15:00,1.0,web
S70988,C1529,30/03/2024 20:08,2024-03-30 20:51:00,10.0,android app
S70989,C1608,06/10/2023 23:43,2023-10-07 03:30:00,,desktop
S70990,C1215,28/11/2024 08:49,2024-11-28 12:13:00,4.0,desktop
S70991,C1513,19/05/2024 22:38,2024-05-19 23:29:00,4.0,ios
S70992,C1654,2024-12-28 05:49:00,2024-12-28 07:23:00,1.0,android app
S70993,C1157,2024-08-15 14:47:00,2024-08-15 15:46:00,4.0,android app
S70994,C1364,2025-01-04 10:36:00,2025-01-04 12:02:00,,web
S70995,C1135,05/04/2023 22:54,2023-04-06 01:57:00,2.0,mobile
S70996,,2023-09-30 09:33:00,2023-09-30 11:19:00,4.0,desktop
S70997,C1546,2024-08-12 09:01:00,2024-08-12 10:06:00,5.0,desktop
S70998,C1694,2023-01-06 18:42:00,2023-01-06 21:36:00,3.0,desktop
S70999,C1599,13/11/2023 12:21,2023-11-13 13:33:00,5.0,android app
S71000,C1640,17/02/2025 17:16,2025-02-17 19:26:00,2.0,desktop
S71001,C1288,2024-02-19 07:56:00,2024-02-19 09:23:00,10.0,ios
S71002,C1004,16/08/2024 04:41,2024-08-16 04:51:00,,ios
S71003,C1313,05/02/2025 09:35,2025-02-05 13:12:00,4.0,web
S71004,C1221,29/01/2025 16:31,2025-01-29 19:17:00,3.0,web
S71005,C1594,2024-07-27 00:41:00,2024-07-27 01:54:00,1.0,desktop
S71006,C1252,03/05/2024 07:30,2024-05-03 10:56:00,10.0,android
S71007,C1792,11/02/2024 21:40,2024-02-11 23:20:00,10.0,android
S71008,C1373,20/11/2024 15:26,2024-11-20 19:12:00,,desktop
S71009,C1119,2023-09-18 18:30:00,2023-09-18 20:58:00,10.0,ios
S71010,C1411,2023-07-30 14:33:00,2023-07-30 16:22:00,5.0,mobile
S71011,C1018,2023-02-16 10:15:00,2023-02-16 12:32:00,4.0,ios
S71012,C1140,08/10/2023 04:22,2023-10-08 05:41:00,3.0,web
S71013,C1405,25/04/2023 18:06,2023-04-25 19:17:00,4.0,web
S71014,C1622,04/07/2024 14:07,2024-07-04 14:31:00,2.0,ios
S71015,C1792,09/03/2024 04:54,2024-03-09 08:33:00,1.0,mobile
S71016,C1725,2024-07-05 18:28:00,2024-07-05 21:43:00,2.0,ios
S71017,C1336,2023-11-10 14:27:00,2023-11-10 17:46:00,,desktop
S71018,C1494,2024-04-13 13:27:00,2024-04-13 14:49:00,2.0,android
S71019,C1451,2024-12-11 12:48:00,2024-12-11 15:33:00,4.0,ios
S71020,C1382,2023-02-28 22:39:00,2023-02-28 23:19:00,4.0,android app
S71021,C1135,25/03/2023 18:07,2023-03-25 19:29:00,10.0,android app
S71022,C1706,07/09/2024 06:57,,,android app
S71023,C1440,09/01/2024 05:24,2024-01-09 07:29:00,,android
S71024,C1428,2023-09-17 04:21:00,2023-09-17 06:10:00,3.0,android
S71025,C1574,13/08/2024 21:41,2024-08-13 22:36:00,4.0,desktop
S71026,C1296,17/09/2024 06:07,2024-09-17 10:02:00,2.0,mobile
S71027,C1572,04/04/2024 13:55,2024-04-04 17:29:00,5.0,android app
S71028,C1052,2024-08-16 15:54:00,2024-08-16 17:13:00,3.0,android app
S71029,C1222,16/01/2023 16:50,2023-01-16 18:26:00,3.0,android
S71030,C1682,30/12/2023 13:48,2023-12-30 16:41:00,2.0,android
S71031,C1758,2024-04-03 10:36:00,2024-04-03 13:47:00,10.0,web
S71032,C1101,30/04/2023 00:40,2023-04-30 02:58:00,10.0,desktop
S71033,C1437,2024-01-19 20:27:00,2024-01-19 23:39:00,10.0,android
S71034,C1201,2025-01-21 06:50:00,2025-01-21 08:39:00,1.0,android app
S71035,C1409,2025-01-21 18:41:00,2025-01-21 20:46:00,5.0,android app
S71036,C1481,18/11/2024 13:31,2024-11-18 14:03:00,,android
S71037,C1535,17/02/2023 21:19,2023-02-18 00:51:00,3.0,desktop
S71038,C1071,12/10/2023 14:30,2023-10-12 15:34:00,10.0,desktop
S71039,C1470,2024-05-07 03:17:00,2024-05-07 04:09:00,1.0,mobile
S71040,C1322,2023-02-04 11:51:00,2023-02-04 14:24:00,10.0,desktop
S71041,C1153,2024-04-06 14:59:00,2024-04-06 17:57:00,2.0,android
S71042,C1267,26/02/2023 04:23,2023-02-26 05:27:00,,mobile
S71043,C1663,06/02/2025 00:44,2025-02-06 00:54:00,2.0,android
S71044,C1566,2023-03-29 11:23:00,2023-03-29 14:34:00,3.0,android
S71045,C1068,16/10/2023 08:39,2023-10-16 09:51:00,10.0,ios
S71046,C1254,2023-10-16 01:40:00,2023-10-16 03:13:00,10.0,desktop
S71047,C1346,2024-09-27 22:39:00,2024-09-28 01:12:00,10.0,android
S71048,C1249,2024-07-05 10:29:00,2024-07-05 10:35:00,5.0,desktop
S71049,C1499,2023-11-28 04:23:00,2023-11-28 05:09:00,,android app
S71050,C1394,03/02/2024 20:13,2024-02-03 20:52:00,4.0,mobile
S71051,C1274,2024-05-17 08:58:00,2024-05-17 12:19:00,4.0,web
S71052,C1160,2023-10-01 23:35:00,2023-10-02 01:24:00,5.0,ios
S71053,C1624,03/10/2023 11:21,2023-10-03 14:36:00,5.0,web
S71054,C1527,2025-01-20 10:45:00,2025-01-20 12:24:00,1.0,ios
S71055,C1235,16/11/2024 20:30,2024-11-16 23:34:00,4.0,mobile
S71056,C1774,2024-02-04 21:26:00,2024-02-04 23:22:00,,web
S71057,C1627,04/08/2023 07:52,2023-08-04 10:02:00,10.0,ios
S71058,C1225,2023-12-13 22:17:00,2023-12-13 23:26:00,1.0,desktop
S71059,C1011,08/07/2023 00:45,2023-07-08 01:35:00,1.0,android
S71060,C1214,2023-12-08 00:36:00,2023-12-08 01:01:00,4.0,ios
S71061,C1639,16/12/2023 06:49,2023-12-16 10:02:00,10.0,web
S71062,C1781,2023-01-11 21:28:00,2023-01-11 22:42:00,10.0,desktop
S71063,C1366,2023-06-14 15:59:00,2023-06-14 18:32:00,10.0,android
S71064,C1246,2025-01-21 15:08:00,2025-01-21 17:30:00,10.0,desktop
S71065,C1613,24/06/2024 20:45,2024-06-25 00:25:00,4.0,mobile
S71066,C1375,13/12/2024 04:30,2024-12-13 04:44:00,5.0,mobile
S71067,C1138,03/02/2024 18:20,2024-02-03 20:13:00,5.0,desktop
S71068,C1758,2024-11-19 16:56:00,2024-11-19 17:23:00,3.0,ios
S71069,C1714,23/07/2024 15:03,2024-07-23 18:45:00,5.0,ios
S71070,C1406,2025-01-04 17:37:00,2025-01-04 20:27:00,4.0,web
S71071,C1042,07/10/2023 05:47,2023-10-07 07:35:00,1.0,desktop
S71072,C1534,22/10/2024 13:52,2024-10-22 16:37:00,5.0,android app
S71073,C1669,2024-02-17 00:15:00,2024-02-17 00:46:00,3.0,ios
S71074,C1550,2024-02-24 13:51:00,2024-02-24 16:43:00,2.0,mobile
S71075,C1354,2024-09-16 17:01:00,2024-09-16 17:34:00,5.0,android
