transaction_id,customer_id,product_id,quantity,unit_price,total_amount,created_at,payment_status,order_source
T51500,C1610,P223,3,N/A,,2023-05-22 10:00:00,PAID,
T51501,C1604,P211,5,N/A,,02/28/2024 06:08 PM,,store
T51502,C1070,P213,5,140.81,704.05,04-08-2024 13:20,charged_back,
T51503,C1235,P235,1,135.6,135.6,28-01-2024 17:59,refunded,
T51504,C1387,P245,3,135.87,407.61,2023-12-08 03:09:00,pending,web
T51505,C1394,P202,3,160.25,480.75,19-11-2024 01:55,charged_back,mobile
T51506,C1135,P242,5,41.7,208.5,07-03-2024 04:48,refunded,
T51507,C1111,P220,1,28.58,28.58,2024-04-03 13:45:00,pending,partner
T51508,C1016,P222,1,84.13,84.13,2024-05-19 05:38:00,pending,web
T51509,C1207,P209,1,58.15,58.15,2023-08-25 23:20:00,refunded,web
T51510,C1535,P223,3,,,12/20/2024 12:39 AM,charged_back,mobile
T51511,C1516,P228,1,112.2,112.2,03/27/2024 06:49 PM,pending,web
T51512,C1700,P234,1,134.8,134.8,08/09/2023 08:43 AM,pending,web
T51513,C1429,P210,1,84.05,84.05,10/03/2023 04:04 AM,paid,store
T51514,C1153,P234,5,144.12,720.6,2023-05-15 18:07:00,charged_back,
T51515,C1620,P219,2,72.66,145.32,05-11-2023 13:55,,store
T51516,C1098,P207,1,4.18,4.18,11/03/2024 11:57 AM,,mobile
T51517,C1181,P201,3,50.18,150.54,05-01-2023 05:09,PAID,
T51518,C1487,P225,1,122.09,122.09,07/20/2023 09:57 AM,PAID,web
T51519,C1629,P231,1,54.26,54.26,20-05-2024 14:35,,web
T51520,C1614,P249,1,161.05,161.05,07-12-2024 22:42,refunded,partner
T51521,C1039,P209,1,54.22,54.22,01/17/2025 10:00 PM,PAID,store
T51522,C1544,P229,2,114.47,228.94,2023-10-21 11:31:00,refunded,partner
T51523,C1515,P220,1,29.62,29.62,2025-01-10 18:29:00,charged_back,web
T51524,C1770,P209,1,59.34,59.34,05/21/2023 11:07 AM,charged_back,partner
T51525,C1120,P200,1,104.2,104.2,2024-06-16 09:44:00,,partner
T51526,C1095,P247,2,234.98,469.96,2024-11-02 01:29:00,,mobile
T51527,C1493,P234,1,131.85,131.85,01/25/2023 06:14 AM,,
T51528,C1675,P232,5,32.96,164.8,10/27/2024 07:33 PM,refunded,store
T51529,C1133,P221,1,99.44,99.44,05/18/2023 02:18 AM,PAID,mobile
T51530,C1617,P241,1,163.07,163.07,08-04-2024 17:43,PAID,web
T51531,C1552,P245,5,136.67,683.35,05/28/2023 07:12 AM,pending,web
T51532,C1001,P218,3,273.78,821.34,03/31/2024 08:46 PM,,mobile
T51533,C1793,P230,2,147.62,295.24,06/09/2023 10:03 PM,refunded,partner
T51534,C1694,P218,5,276.13,1380.65,04-08-2024 22:45,refunded,
T51535,C1664,P248,1,108.11,108.11,10/04/2023 10:04 AM,PAID,store
T51536,C1441,P236,1,8.67,8.67,01/04/2025 12:31 PM,,
T51537,C1534,P242,1,47.72,47.72,14-02-2024 23:28,paid,partner
T51538,C1430,P209,1,45.3,45.3,2023-01-13 12:12:00,PAID,mobile
T51539,C1379,P236,5,14.68,73.4,2024-02-21 20:14:00,refunded,
T51540,C1044,P246,1,-9.41,-9.41,11/18/2024 04:54 AM,PAID,mobile
T51541,C1714,P228,3,113.12,339.36,06/16/2024 01:12 PM,PAID,web
T51542,C1542,P221,2,130.19,260.38,01/05/2023 03:04 AM,refunded,web
T51543,C1439,P244,5,-2.59,-12.95,22-05-2023 04:01,charged_back,web
T51544,C1234,P207,1,-1.65,-1.65,02/20/2023 11:43 PM,,
T51545,C1493,P246,1,-0.71,-0.71,2024-06-14 09:32:00,refunded,web
T51546,C1787,P230,1,143.05,143.05,2023-10-02 04:24:00,,store
T51547,C1390,P202,5,N/A,,2023-09-17 17:13:00,,
T51548,C1358,P208,1,193.07,193.07,29-07-2023 06:27,refunded,store
T51549,C1603,P243,1,48.65,48.65,07-04-2024 21:36,charged_back,store
T51550,C1759,P235,1,121.47,121.47,26-01-2024 00:50,PAID,mobile
T51551,C1779,P207,1,-0.67,-0.67,06/05/2024 05:44 AM,,mobile
T51552,C1713,P219,3,73.56,220.68,07-07-2024 19:25,charged_back,store
T51553,C1589,P201,1,53.82,53.82,05/25/2024 11:47 PM,PAID,mobile
T51554,C1100,P225,5,141.03,705.15,15-10-2024 02:44,paid,partner
T51555,C1435,P239,1,57.4,57.4,2023-07-31 12:00:00,charged_back,mobile
T51556,C1137,P214,5,122.68,613.4,12/10/2023 08:43 PM,,mobile
T51557,C1260,P228,5,135.85,679.25,2023-09-17 19:58:00,paid,partner
T51558,C1488,P222,5,70.38,351.9,2026-04-07 13:56:00,pending,web
T51559,C1784,P205,1,78.25,78.25,05-09-2024 04:01,refunded,store
T51560,C1238,P220,3,28.14,84.42,2024-07-29 11:58:00,,
T51561,C1085,P203,2,88.27,176.54,05-03-2024 08:36,refunded,mobile
T51562,C1290,P238,3,70.71,212.13,06/21/2027 01:07 AM,pending,web
T51563,C1612,P241,1,,,2023-07-12 04:16:00,charged_back,web
T51564,C1556,P212,1,2.8,2.8,2024-09-28 11:48:00,,store
T51565,C1418,P237,2,174.5,349.0,06-04-2023 18:59,refunded,store
T51566,C1263,P233,5,317.29,1586.45,09-08-2023 11:03,paid,mobile
T51567,C1193,P214,1,109.47,109.47,10/30/2024 12:04 AM,PAID,mobile
T51568,C1005,P249,1,123.29,123.29,21-04-2023 10:18,PAID,partner
T51569,C1726,P217,2,164.3,328.6,05-02-2024 03:30,PAID,web
T51570,C1761,P212,1,4.32,4.32,12/20/2023 04:45 PM,pending,web
T51571,C1007,P201,1,55.45,55.45,08-12-2024 22:41,PAID,partner
T51572,C1591,P205,1,77.71,77.71,03/03/2023 05:56 PM,refunded,
T51573,C1535,P234,5,154.48,772.4,2023-02-19 06:33:00,paid,mobile
T51574,C1120,P228,1,116.42,116.42,2025-01-21 16:36:00,paid,web
T51575,C1532,P243,1,35.04,35.04,16-10-2024 23:47,,partner
T51576,C1007,P242,1,35.51,35.51,06-02-2023 09:16,charged_back,store
T51577,C1384,P205,1,77.85,77.85,2024-10-15 02:03:00,,
T51578,C1670,P232,1,26.19,26.19,2023-10-16 01:17:00,PAID,mobile
T51579,C1210,P225,3,120.3,360.9,09/05/2023 02:22 AM,PAID,partner
T51580,C1704,P212,3,6.5,19.5,2024-02-20 12:57:00,refunded,
T51581,C1323,P231,1,60.6,60.6,05-06-2024 10:04,,partner
T51582,C1418,P220,1,28.61,28.61,2024-12-04 06:53:00,paid,mobile
T51583,C1370,P238,3,62.36,187.08,2023-12-05 06:33:00,,store
T51584,C1109,P238,1,53.3,53.3,2024-10-11 20:06:00,refunded,mobile
T51585,C1158,P232,2,N/A,,2023-10-09 16:41:00,pending,store
T51586,C1436,P203,5,104.28,521.4,11-08-2023 15:19,refunded,mobile
T51587,C1667,P242,2,34.34,68.68,14-04-2024 10:22,pending,web
T51588,C1599,P223,1,111.59,111.59,06/01/2024 01:12 AM,,web
T51589,C1259,P225,1,117.18,117.18,02/13/2023 07:40 PM,charged_back,store
T51590,C1267,P209,5,43.87,219.35,01/13/2023 03:59 AM,,mobile
T51591,C1548,P245,1,159.22,159.22,17-02-2024 16:59,paid,mobile
T51592,C1433,P227,1,9.89,9.89,22-11-2023 12:18,pending,mobile
T51593,C1578,P223,2,103.87,207.74,03-04-2024 03:31,paid,partner
T51594,C1374,P224,1,51.27,51.27,04/06/2024 05:16 PM,charged_back,store
T51595,C1626,P223,3,108.52,325.56,2023-02-06 02:59:00,,web
T51596,C1282,P200,1,106.91,106.91,09/14/2024 01:09 AM,paid,partner
T51597,C1696,P218,1,230.87,230.87,18-04-2024 21:06,charged_back,partner
T51598,C1406,P222,1,76.59,76.59,02/19/2024 07:33 PM,charged_back,partner
T51599,C1773,P222,3,66.83,200.49,12/11/2024 05:41 PM,pending,partner
T51600,C1208,P219,2,88.37,176.74,21-12-2024 06:30,paid,partner
T51601,C1423,P228,5,145.5,727.5,2024-12-19 03:27:00,,
T51602,C1565,P235,1,127.09,127.09,06-04-2023 03:23,PAID,web
T51603,C1570,P205,1,96.24,96.24,12-06-2024 12:27,PAID,
T51604,C1494,P213,2,130.53,261.06,13-06-2024 13:07,pending,
T51605,C1183,P246,1,2.25,2.25,2023-03-29 18:36:00,PAID,partner
T51606,C1379,P228,1,111.27,111.27,04/26/2024 12:28 PM,pending,mobile
T51607,C1572,P247,2,207.11,414.22,2023-12-31 18:47:00,,partner
T51608,C1568,P226,2,48.64,97.28,2024-12-30 16:12:00,PAID,partner
T51609,C1495,P228,1,111.28,111.28,11/10/2024 06:10 AM,PAID,mobile
T51610,C1259,P218,2,223.85,447.7,02/28/2024 02:30 AM,PAID,web
T51611,C1314,P210,2,80.84,161.68,02/12/2023 11:20 PM,charged_back,web
T51612,C1591,P246,2,-9.3,-18.6,2023-01-29 10:34:00,refunded,web
T51613,C1352,P227,3,3.61,10.83,01-08-2023 11:12,pending,store
T51614,C1792,P246,3,3.08,9.24,2023-09-19 11:41:00,charged_back,partner
T51615,C1722,P226,5,29.11,145.55,06-07-2024 02:37,charged_back,partner
T51616,C1407,P208,2,173.19,346.38,12/23/2023 01:20 PM,PAID,web
T51617,C1753,P237,1,205.25,205.25,03/26/2024 10:09 PM,charged_back,partner
T51618,C1141,P238,2,59.23,118.46,2024-07-12 11:15:00,,partner
T51619,C1675,P205,1,82.61,82.61,2024-01-09 07:15:00,charged_back,web
T51620,C1121,P209,2,48.2,96.4,2024-08-15 20:37:00,refunded,partner
T51621,C1765,P213,2,157.49,314.98,02/27/2025 04:10 PM,paid,store
T51622,C1235,P219,1,69.47,69.47,2023-10-17 05:24:00,refunded,
T51623,C1457,P230,1,145.05,145.05,02/14/2024 09:09 PM,PAID,partner
T51624,C1716,P233,3,264.01,792.03,2023-04-07 14:57:00,paid,mobile
T51625,C1165,P221,3,119.22,357.66,2025-03-06 22:30:00,pending,web
T51626,C1102,P204,1,145.78,145.78,2023-12-10 17:02:00,PAID,
T51627,C1219,P237,3,165.3,495.9,03/10/2023 09:21 PM,pending,web
T51628,C1520,P248,5,103.37,516.85,06-07-2024 08:59,paid,web
T51629,C1410,P224,1,54.85,54.85,2024-03-11 13:35:00,PAID,
T51630,C1346,P205,1,83.52,83.52,11-05-2024 19:55,pending,partner
T51631,C1563,P200,2,108.86,217.72,2023-08-02 00:52:00,PAID,mobile
T51632,C1628,P226,2,36.3,72.6,03/06/2025 06:00 AM,pending,
T51633,C1713,P240,1,191.93,191.93,2023-06-05 16:21:00,,partner
T51634,C1700,P217,2,215.43,430.86,07/29/2023 05:57 AM,pending,store
T51635,C1723,P226,1,39.16,39.16,2024-04-18 05:30:00,pending,mobile
T51636,C1053,P211,2,161.8,323.6,2025-02-11 12:27:00,,web
T51637,C1164,P235,3,117.45,352.35,29-08-2024 17:51,refunded,web
T51638,C1398,P229,3,155.06,465.18,2024-10-24 07:16:00,refunded,partner
T51639,C1651,P245,2,128.72,257.44,21-11-2023 02:40,pending,web
T51640,C1005,P236,1,10.23,10.23,01/15/2024 11:45 PM,PAID,mobile
T51641,C1093,P248,1,140.49,140.49,04-03-2023 05:20,pending,web
T51642,C1148,P208,1,200.88,200.88,09-05-2023 16:23,pending,web
T51643,C1482,P212,5,8.0,40.0,04-11-2023 13:06,paid,web
T51644,C1614,P211,2,164.72,329.44,02-09-2023 00:51,refunded,store
T51645,C1445,P224,1,54.58,54.58,07/11/2024 02:52 PM,refunded,partner
T51646,C1090,P218,1,312.9,312.9,15-07-2023 00:34,,store
T51647,C1065,P235,1,145.75,145.75,07/31/2024 03:08 PM,paid,
T51648,C1269,P231,1,63.47,63.47,09-01-2025 00:40,,web
T51649,C1227,P202,1,153.69,153.69,12-04-2024 07:35,pending,mobile
T51650,C1379,P219,3,63.41,190.23,02-01-2025 05:30,PAID,partner
T51651,C1081,P237,5,,,01-05-2024 15:29,paid,
T51652,C1623,P219,5,67.64,338.2,2025-02-03 03:07:00,pending,store
T51653,C1038,P231,1,44.6,44.6,17-02-2025 16:18,pending,partner
T51654,C1741,P235,2,127.87,255.74,2023-05-24 10:08:00,paid,mobile
T51655,C1393,P247,2,217.31,434.62,10-12-2024 23:30,PAID,web
T51656,C1410,P229,2,115.38,230.76,10/30/2024 04:58 PM,charged_back,web
T51657,C1628,P214,2,102.87,205.74,04-02-2024 06:00,refunded,web
T51658,C1671,P201,5,43.62,218.1,03/09/2025 07:03 PM,,store
T51659,C1533,P200,1,99.83,99.83,09-01-2023 14:58,,mobile
T51660,C1293,P209,2,51.31,102.62,03/26/2023 04:04 AM,pending,partner
T51661,C1728,P216,2,15.94,31.88,19-02-2023 04:45,paid,store
T51662,C1611,P219,1,74.86,74.86,10/13/2023 04:12 AM,,
T51663,C1058,P240,5,204.97,1024.85,10/30/2023 09:18 PM,,mobile
T51664,C1792,P240,3,210.05,630.15,15-05-2024 06:56,paid,partner
T51665,C1179,P230,1,126.65,126.65,2024-11-25 01:22:00,paid,mobile
T51666,C1655,P207,2,13.68,27.36,01/26/2025 09:30 PM,PAID,
T51667,C1506,P241,1,183.11,183.11,12/09/2024 09:28 PM,charged_back,web
T51668,C1449,P242,1,43.62,43.62,2024-04-25 03:48:00,charged_back,web
T51669,C1010,P218,2,248.31,496.62,2024-09-25 22:57:00,pending,web
T51670,C1206,P226,3,39.48,118.44,13-03-2024 03:43,pending,store
T51671,C1672,P211,1,190.31,190.31,2024-08-16 18:40:00,paid,partner
T51672,C1530,P231,1,56.17,56.17,05/01/2024 03:24 AM,,
T51673,C1292,P244,2,-6.22,-12.44,09-01-2024 22:39,refunded,web
T51674,C1199,P241,1,173.91,173.91,20-03-2024 11:49,charged_back,web
T51675,C1034,P215,5,99.0,495.0,02/13/2024 12:49 PM,refunded,partner
T51676,C1613,P201,1,41.24,41.24,2024-04-11 13:18:00,charged_back,mobile
T51677,C1522,P207,3,4.07,12.21,2023-02-11 19:39:00,pending,web
T51678,C1528,P248,5,137.34,686.7,01/10/2025 09:24 PM,,web
T51679,C1715,P217,2,203.31,406.62,06/20/2024 07:12 AM,PAID,store
T51680,C1237,P231,5,41.0,205.0,10/22/2023 08:01 AM,paid,partner
T51681,C1629,P204,5,144.51,722.55,18-01-2023 19:45,pending,web
T51682,C1173,P238,1,65.92,65.92,01/11/2024 04:10 AM,,partner
T51683,C1690,P247,5,256.91,1284.55,10/16/2023 04:43 AM,paid,partner
T51684,C1036,P223,1,105.96,105.96,2024-01-24 21:45:00,pending,
T51685,C1368,P237,5,189.0,945.0,01/09/2024 06:49 AM,paid,web
T51686,C1244,P230,2,122.04,244.08,2024-04-14 19:12:00,charged_back,web
T51687,C1670,P236,2,12.86,25.72,2024-12-12 05:08:00,refunded,mobile
T51688,C1000,P227,5,6.18,30.9,04/01/2023 06:04 PM,charged_back,partner
T51689,C1161,P216,1,9.2,9.2,06-08-2027 08:15,refunded,store
T51690,C1088,P240,1,184.11,184.11,09/30/2024 10:00 PM,refunded,web
T51691,C1282,P243,2,37.59,75.18,2024-04-14 00:23:00,refunded,mobile
T51692,C1798,P230,1,163.13,163.13,10-12-2024 09:30,pending,
T51693,C1409,P244,1,-1.66,-1.66,11/18/2024 07:26 AM,refunded,mobile
T51694,C1361,P207,5,7.33,36.65,2023-02-21 03:21:00,charged_back,web
T51695,C1685,P223,5,106.49,532.45,2024-05-19 20:37:00,,partner
T51696,C1404,P232,5,28.63,143.15,04/28/2023 02:58 AM,charged_back,store
T51697,C1415,P246,1,4.39,4.39,12/03/2023 01:47 AM,PAID,web
T51698,C1600,P236,5,13.9,69.5,19-12-2024 03:02,charged_back,mobile
T51699,C1205,P201,5,52.93,264.65,03/12/2023 12:45 PM,paid,partner
T51700,C1530,P216,5,7.12,35.6,05-06-2023 13:00,,partner
T51701,C1015,P210,1,110.11,110.11,02/01/2023 04:02 PM,refunded,
T51702,C1754,P237,1,191.74,191.74,05/18/2023 12:22 PM,,mobile
T51703,C1720,P203,3,116.11,348.33,27-07-2024 18:45,refunded,web
T51704,C1070,P209,2,53.66,107.32,02-08-2023 21:16,refunded,web
T51705,C1092,P220,5,33.6,168.0,04/24/2024 10:38 AM,,
T51706,C1562,P229,1,111.79,111.79,2024-04-11 17:58:00,PAID,web
T51707,C1291,P244,1,-13.34,-13.34,13-01-2026 07:20,paid,web
T51708,C1743,P208,1,151.03,151.03,10/23/2023 04:32 PM,refunded,mobile
T51709,C1572,P222,3,73.12,219.36,2024-12-31 06:22:00,PAID,partner
T51710,C1596,P210,3,,,2024-05-18 02:38:00,paid,store
T51711,C1356,P203,5,105.51,527.55,11-07-2023 03:18,charged_back,partner
T51712,C1355,P217,1,217.27,217.27,08/07/2024 12:30 PM,paid,mobile
T51713,C1283,P223,1,115.02,115.02,06-08-2024 02:52,PAID,
T51714,C1231,P226,1,44.63,44.63,09/16/2023 12:15 PM,PAID,store
T51715,C1620,P240,1,212.1,212.1,2024-12-28 16:59:00,,web
T51716,C1199,P222,5,79.42,397.1,02/28/2024 08:24 PM,,
T51717,C1465,P203,5,111.29,556.45,10/18/2023 09:53 PM,PAID,
T51718,C1413,P218,2,252.49,504.98,2023-09-03 04:01:00,refunded,store
T51719,C1588,P218,2,234.81,469.62,01-08-2023 02:31,pending,mobile
T51720,C1004,P233,5,276.66,1383.3,2024-12-10 04:52:00,pending,partner
T51721,C1267,P240,3,,,2024-11-04 13:27:00,,mobile
T51722,C1179,P204,1,137.31,137.31,2024-01-09 04:49:00,charged_back,
T51723,C1416,P232,3,18.83,56.49,2024-06-14 04:19:00,,web
T51724,C1518,P212,1,6.99,6.99,2024-02-07 17:21:00,,
T51725,C1109,P249,2,115.89,231.78,09/28/2023 06:57 PM,,web
T51726,C1572,P240,1,224.09,224.09,06/20/2023 11:31 PM,pending,partner
T51727,C1074,P211,2,171.49,342.98,2024-11-16 04:18:00,refunded,
T51728,C1515,P248,1,146.72,146.72,03-01-2023 01:51,paid,store
T51729,C1301,P206,5,96.69,483.45,05-02-2023 22:56,paid,web
T51730,C1348,P238,1,65.74,65.74,2025-01-22 21:42:00,refunded,store
T51731,C1119,P248,3,135.66,406.98,05/25/2023 12:34 AM,charged_back,store
T51732,C1525,P210,3,N/A,,02/05/2024 09:03 PM,,
T51733,C1263,P234,5,149.7,748.5,03/30/2023 09:42 AM,pending,
T51734,C1550,P220,2,27.09,54.18,03-02-2025 12:50,PAID,web
T51735,C1588,P220,3,30.26,90.78,18-01-2023 10:05,charged_back,store
T51736,C1256,P243,1,47.7,47.7,2024-08-26 00:35:00,refunded,web
T51737,C1710,P219,5,81.28,406.4,02/23/2025 10:17 AM,charged_back,
T51738,C1453,P217,2,164.81,329.62,08/02/2023 04:31 AM,refunded,web
T51739,C1386,P243,5,49.36,246.8,2023-04-28 12:41:00,paid,store
T51740,C1576,P244,1,N/A,,2023-07-27 23:03:00,paid,web
T51741,C1495,P244,1,-4.02,-4.02,2024-10-22 22:46:00,pending,
T51742,C1788,P223,5,101.32,506.6,07/22/2023 07:20 AM,PAID,store
T51743,C1249,P206,3,83.4,250.2,03/06/2024 08:58 PM,refunded,mobile
T51744,C1775,P234,1,148.85,148.85,11-08-2023 12:38,refunded,
T51745,C1347,P237,1,169.89,169.89,2024-12-30 06:51:00,paid,store
T51746,C1794,P222,1,80.84,80.84,01/14/2023 02:58 AM,paid,partner
T51747,C1469,P209,5,42.9,214.5,2023-03-01 01:46:00,PAID,web
T51748,C1697,P200,1,127.46,127.46,02/08/2023 06:03 PM,PAID,web
T51749,C1471,P208,5,199.42,997.1,2024-06-22 19:37:00,charged_back,mobile
T51750,C1600,P233,2,276.56,553.12,2023-08-29 02:35:00,refunded,web
T51751,C1028,P218,5,227.52,1137.6,03/30/2024 04:07 PM,refunded,web
T51752,C1493,P223,1,96.22,96.22,01/14/2025 12:51 AM,paid,store
T51753,C1119,P249,1,161.7,161.7,2023-11-14 17:02:00,charged_back,web
T51754,C1264,P231,1,51.69,51.69,06/27/2023 04:41 PM,,
T51755,C1069,P226,2,33.24,66.48,25-08-2023 10:44,pending,
T51756,C1391,P221,1,102.98,102.98,13-10-2023 02:21,PAID,web
T51757,C1648,P210,1,87.46,87.46,2024-07-10 19:48:00,pending,store
T51758,C1225,P206,1,85.52,85.52,07/04/2023 07:43 PM,,partner
T51759,C1693,P213,5,115.05,575.25,2023-02-21 19:47:00,paid,web
T51760,C1718,P209,2,60.18,120.36,2023-08-24 01:59:00,paid,store
T51761,C1235,P232,3,31.34,94.02,26-09-2023 22:14,refunded,web
T51762,C1323,P214,2,90.47,180.94,10-10-2024 14:26,PAID,partner
T51763,C1422,P212,5,-0.03,-0.15,10-03-2024 02:15,paid,store
T51764,C1361,P235,1,150.49,150.49,02/27/2025 01:25 PM,PAID,web
T51765,C1528,P239,5,55.7,278.5,24-06-2023 17:58,paid,partner
T51766,C1548,P244,2,-13.04,-26.08,10/20/2024 12:32 AM,refunded,web
T51767,C1009,P233,1,237.92,237.92,26-03-2023 04:08,,web
T51768,C1717,P234,1,130.04,130.04,2024-11-21 20:27:00,charged_back,web
T51769,C1269,P245,1,154.56,154.56,06/16/2024 02:22 AM,pending,web
T51770,C1254,P235,1,147.49,147.49,2025-02-18 18:19:00,PAID,mobile
T51771,C1294,P244,5,-5.75,-28.75,09-03-2025 14:57,pending,partner
T51772,C1095,P248,1,136.02,136.02,2024-12-15 08:49:00,,web
T51773,C1408,P207,1,13.11,13.11,2024-04-13 00:55:00,paid,mobile
T51774,C1689,P226,2,28.05,56.1,12/22/2023 10:14 PM,,
T51775,C1766,P229,1,154.73,154.73,03/17/2023 02:02 AM,paid,mobile
T51776,C1350,P204,3,133.36,400.08,2023-12-24 21:35:00,paid,web
T51777,C1077,P207,1,12.85,12.85,08/06/2023 09:49 PM,refunded,store
T51778,C1567,P208,2,140.93,281.86,2025-01-29 07:00:00,paid,web
T51779,C1182,P201,3,54.16,162.48,09/19/2024 01:31 PM,PAID,web
T51780,C1487,P230,1,153.85,153.85,2023-07-27 19:28:00,refunded,partner
T51781,C1321,P222,1,75.42,75.42,09/25/2024 04:18 PM,pending,web
T51782,C1362,P219,1,61.09,61.09,2023-05-23 03:35:00,paid,mobile
T51783,C1223,P244,1,-11.82,-11.82,21-08-2024 03:47,,store
T51784,C1587,P223,5,86.84,434.2,2023-11-12 04:42:00,pending,mobile
T51785,C1275,P208,1,195.26,195.26,03/08/2024 07:14 PM,paid,web
T51786,C1187,P228,1,107.87,107.87,30-04-2024 13:46,PAID,web
T51787,C1764,P238,1,48.74,48.74,31-12-2023 20:01,paid,web
T51788,C1699,P233,2,237.72,475.44,02/14/2025 11:06 PM,charged_back,store
T51789,C1194,P248,2,135.94,271.88,02/20/2024 03:27 PM,paid,web
T51790,C1510,P221,5,101.15,505.75,2024-05-05 22:55:00,refunded,mobile
T51791,C1754,P211,3,140.32,420.96,11-04-2023 16:31,PAID,
T51792,C1204,P245,1,137.72,137.72,05-05-2024 12:55,pending,mobile
T51793,C1240,P219,5,83.57,417.85,05/09/2023 09:33 PM,charged_back,web
T51794,C1753,P201,1,46.85,46.85,2024-07-09 06:26:00,paid,mobile
T51795,C1247,P247,1,N/A,,08/30/2023 01:34 PM,charged_back,web
T51796,C1271,P207,1,12.37,12.37,2024-06-22 21:42:00,,web
T51797,C1211,P214,1,122.99,122.99,2024-01-02 00:05:00,PAID,store
T51798,C1234,P208,2,157.02,314.04,2025-01-16 20:25:00,charged_back,web
T51799,C1207,P244,1,-1.08,-1.08,2025-03-05 20:10:00,PAID,partner
T51800,C1255,P209,1,49.17,49.17,2024-04-15 12:11:00,charged_back,
T51801,C1633,P244,1,N/A,,29-08-2024 05:11,,
T51802,C1364,P214,1,110.18,110.18,03/11/2024 01:27 PM,,web
T51803,C1159,P219,1,69.58,69.58,30-03-2024 16:53,refunded,web
T51804,C1797,P208,3,160.89,482.67,12/08/2024 04:00 PM,refunded,partner
T51805,C1109,P213,1,139.35,139.35,08/06/2024 10:44 PM,paid,mobile
T51806,C1122,P208,2,159.94,319.88,07/19/2023 02:41 PM,pending,partner
T51807,C1080,P205,2,74.05,148.1,2024-02-11 02:25:00,PAID,web
T51808,C1692,P227,5,5.35,26.75,29-11-2023 05:11,PAID,store
T51809,C1679,P244,1,-12.83,-12.83,2024-07-17 20:38:00,PAID,web
T51810,C1504,P248,1,148.7,148.7,23-11-2024 22:34,charged_back,store
T51811,C1628,P207,1,4.37,4.37,09/15/2024 12:29 AM,paid,store
T51812,C1006,P204,1,112.0,112.0,26-10-2023 18:37,refunded,web
T51813,C1782,P201,1,38.58,38.58,09/05/2023 10:36 AM,,web
T51814,C1554,P249,5,124.8,624.0,02-07-2024 03:08,refunded,
T51815,C1043,P230,3,,,28-11-2023 10:39,paid,store
T51816,C1493,P248,1,146.39,146.39,03-05-2024 15:29,pending,web
T51817,C1380,P227,1,16.9,16.9,2023-06-05 13:20:00,refunded,partner
T51818,C1635,P202,1,178.08,178.08,2024-09-09 15:24:00,,mobile
T51819,C1322,P212,3,1.38,4.14,31-10-2023 00:35,pending,web
T51820,C1504,P206,1,94.86,94.86,2023-07-12 17:23:00,,web
T51821,C1588,P202,2,175.74,351.48,01/29/2025 05:01 PM,charged_back,
T51822,C1281,P242,3,38.39,115.17,2023-11-21 00:59:00,pending,web
T51823,C1502,P232,3,27.56,82.68,03/16/2023 10:59 PM,refunded,partner
T51824,C1187,P237,1,182.32,182.32,2023-10-25 03:49:00,,web
T51825,C1782,P203,2,87.82,175.64,27-03-2024 03:57,refunded,partner
T51826,C1523,P230,2,124.69,249.38,03/10/2025 12:21 PM,pending,partner
T51827,C1286,P207,1,0.86,0.86,2024-05-09 17:37:00,pending,mobile
T51828,C1407,P216,3,16.95,50.85,2023-07-12 18:04:00,refunded,partner
T51829,C1227,P202,2,147.82,295.64,2023-05-23 18:55:00,paid,store
T51830,C1768,P204,1,113.79,113.79,2023-12-27 12:22:00,paid,web
T51831,C1590,P219,1,70.13,70.13,06-04-2023 17:34,charged_back,
T51832,C1131,P242,5,40.79,203.95,27-03-2024 02:41,pending,store
T51833,C1055,P200,1,94.1,94.1,27-04-2023 09:33,paid,mobile
T51834,C1538,P248,1,119.33,119.33,03/14/2024 01:03 AM,paid,store
T51835,C1433,P206,1,88.63,88.63,10/29/2024 11:49 AM,paid,mobile
T51836,C1489,P207,1,1.25,1.25,14-02-2023 00:45,pending,mobile
T51837,C1553,P238,5,57.44,287.2,2024-09-09 05:16:00,charged_back,
T51838,C1033,P213,2,157.47,314.94,04-10-2023 19:45,paid,web
T51839,C1514,P237,2,230.32,460.64,15-10-2024 05:33,paid,store
T51840,C1355,P212,3,7.46,22.38,2024-04-02 17:53:00,paid,web
T51841,C1403,P211,1,136.78,136.78,18-05-2024 11:40,,
T51842,C1702,P242,1,31.09,31.09,2024-04-19 01:40:00,pending,partner
T51843,C1794,P222,1,67.0,67.0,08/27/2023 08:01 PM,paid,web
T51844,C1178,P201,1,50.54,50.54,03/03/2025 04:37 AM,refunded,partner
T51845,C1468,P205,1,N/A,,07/20/2023 12:07 AM,paid,mobile
T51846,C1123,P209,2,49.32,98.64,15-04-2023 23:56,refunded,web
T51847,C1715,P247,5,262.74,1313.7,03-06-2023 10:40,pending,
T51848,C1530,P217,2,161.77,323.54,01/14/2023 02:41 AM,pending,partner
T51849,C1471,P237,5,174.35,871.75,03-06-2024 12:53,pending,
T51850,C1323,P222,1,89.04,89.04,10/02/2024 01:31 AM,,web
T51851,C1705,P222,1,84.68,84.68,2023-10-09 05:36:00,charged_back,
T51852,C1008,P210,3,118.77,356.31,02/11/2025 12:25 AM,PAID,web
T51853,C1012,P232,1,21.54,21.54,2024-11-08 20:38:00,pending,partner
T51854,C1690,P249,3,127.16,381.48,2023-12-19 04:11:00,refunded,store
